Acc. No.,Title,Author,Place,Publisher,Year,Edition,Language,Subject
002100,Measurement system,Diebelin Ernest,New Delhi,Tata Mc Graw,H1990,7.0,English,MECHANICAL ENGINEERING
002102,Production Technology,H M T,New Delhi,Tata Mc Graw,H1998,,English,MECHANICAL ENGINEERING
002103,Material Science and Engineering,Raghavan T,New Delhi,Prentice,1999,4.0,English,MECHANICAL ENGINEERING
002105,Feedback Control System,Distefane Joseph,New York,Tata Mc Graw,H1987,,English,ELECTRONICS & COMMUNICAT
002123,Instrument Transducess,Newbert Hermann K P,Madras,Oxford,1975,,English,ELECTRONICS & COMMUNICAT
002128,Machines & Mechanics,Vicker J J,New York,Tata Mc graw h,1995,2.0,English,MECHANICAL ENGINEERING
002131,Engineering Heat Transfer,"Gupta,Prakash",Roorkee,New Chand,1994,6.0,English,MECHANICAL ENGINEERING
002136,Machine Design,"Hall Allen S,Holowenko",ANew York,Tata Mc Graw,H1982,,English,MECHANICAL ENGINEERING
002137,The Design Of Analysis & Computer Algorithm,Aho Alfred V,Harlow,Addision Wese,1998,,English,COMPUTER SCIENCE
002141,Modern Production & Operation Managemen,"Buffa E S,Sarin",Singapore,John Wiley,1987,9.0,English,MECHANICAL ENGINEERING
002143,Manufacturing Materials & process,Copbell J S,Delhi,Tata Mc Graw,H1998,,English,MECHANICAL ENGINEERING
002144,Industrial Organization & Engineering Econom,"Banga T R,Sharma",Delhi,Khanna,1999,22.0,English,MECHANICAL ENGINEERING
002164,Probability Random variables & Stochastic,Athanasions populis,New York,Tata Mc Graw,H1991,3.0,English,ELECTRONICS & COMMUNICAT
002166,Automatic Control System,Kuo Benjamin M,New Delhi,Prentice,1997,7.0,English,ELECTRONICS & COMMUNICAT
002168,Monochrome & Color Television,Gulati R R,Delhi,New Age,1999,,English,ELECTRONICS & COMMUNICAT
002170,Information System Through Cobal,"Aphilivakis,Kazmir",Houland,Tata Mc Graw,H1978,,English,COMPUTER SCIENCE
002183,Microprocessor X86 Programming,"Venugopal,Roy Kumar",New Delhi,Prentice Hall,1995,,English,COMPUTER SCIENCE
002187,Probability & Statistics,Spiegel Murray,New York,Mc Graw,1980,,English,ELECTRONICS & COMMUNICAT
002189,The Design and Analysis of Algorithms,Ahol and others,Delhi,Harlddision,1998,,English,COMPUTER SCIENCE
002193,Network Analysis,Valkerberg Van,India,New Age Prien,t1999,3.0,English,ELECTRONICS & COMMUNICAT
002198,Network Analysis Synthesis,Franklin kuo,India,New John Wile,1962,2.0,English,ELECTRONICS & COMMUNICAT
002203,Principal of Digital Electronics,J Das & others,India,New Age Inter,n1999,2.0,English,ELECTRONICS & COMMUNICAT
002205,The Principle of Communication Theory,John Hancock,India,New Age Inter,n1999,2.0,English,ELECTRONICS & COMMUNICAT
002210,Control System Engineering,Nagrath & Gopal,India,New Age Inter,n1997,2.0,English,ELECTRONICS & COMMUNICAT
002220,Television & Video Engineering,A M Dhoke,India,Netato,1998,2.0,English,ELECTRONICS & COMMUNICAT
002230,Modern Control Engineering,Katshuiko Ogata,India,New Prientice,h1998,3.0,English,ELECTRONICS & COMMUNICAT
002235,System Design using integrated circuits,B S Sonde,India,New Age Inter,n1995,2.0,English,ELECTRONICS & COMMUNICAT
002240,Electromagnetic Waves & Radiation System,Jordan Baldwin,India,New Prientice,h1997,2.0,English,ELECTRONICS & COMMUNICAT
002245,Modern Electronic Instrumentation,Helfrick Cooper,Delhi,New Prientice,H1999,2.0,English,ELECTRONICS & COMMUNICAT
002252,Communication Systems,Brute Carlson,Delhi,Mcgraw Hill,1986,3.0,English,ELECTRONICS & COMMUNICAT
002257,Digital Communications,Simpson Haykin,India,John Wiley,1988,3.0,English,ELECTRONICS & COMMUNICAT
002261,Electronic Design& Circuit Theory,Boylstered,India,New Prientice,H1998,6.0,English,ELECTRONICS & COMMUNICAT
002266,Microelectronics,Milman Jacob,Delhi,New Tata Mcgr,1997,2.0,English,ELECTRONICS & COMMUNICAT
002268,Electronics Circuit & Systems,Bapat,Delhi,New Tata Mcgr,1992,2.0,English,ELECTRONICS & COMMUNICAT
002273,Integrated Electronics,Jacob Milman & Halkies,Delhi,New Tata Mcgr,1997,,English,ELECTRONICS & COMMUNICAT
002274,Integrated Electronics,Jacob Milmann& halkies,Delhi,New Tata Mcgr,1997,,English,ELECTRONICS & COMMUNICAT
002282,Managment A Global prespective,Henry Weirch Koonz,Delhi,New Tata Mcgr,1994,10.0,English,MECHANICAL ENGINEERING
002287,Essentials of Managment,Harnold Koonz & Weirch,Delhi,New Tata Mcgr,1998,5.0,English,MECHANICAL ENGINEERING
002302,An engineering Approach of Digital Design,William T Fetches,Delhi,New Prientice,1997,,English,ELECTRONICS & COMMUNICAT
002303,Computer Based Numerical Analysis,Dr M ShanthaKumar,Delhi,New Anna,1995,1.0,English,COMPUTER SCIENCE
002305,Electromagnetics,John D Kraus,Delhi,New Tata Mcgr,1991,4.0,English,ELECTRONICS & COMMUNICAT
002315,Electronic & Radio Engineering,Terman,Delhi,Tata Mcgraw h,1955,4.0,English,ELECTRONICS & COMMUNICAT
002316,Basic Television and Video Systems,Bernard Grab,Delhi,New Tata Mcgr,1984,5.0,English,ELECTRONICS & COMMUNICAT
002319,Discrete Mathematics Structure,Kolmann Bernard & Ross,Delhi,New Age Inter,n1998,3.0,English,COMPUTER SCIENCE
002324,Computer organisation,Harmchier,Delhi,Tata Mcgraw h,1996,4.0,English,COMPUTER SCIENCE
002329,Computer architecture and Organisation,Hayes John P,Delhi,Tata Mcgraw H,1998,3.0,English,COMPUTER SCIENCE
002334,Theory of Machine and Mechanisim,"J E Shigley & J J Uicker,Jr",.Delhi,Tata Mcgraw h,1995,2.0,English,MECHANICAL ENGINEERING
002336,Signal & Systems,Haykeen Vanveen,India,John Wiley and,1999,2.0,English,ELECTRONICS & COMMUNICAT
002341,Probability and Statistics,M R Siepiegel,Delhi,Tata Mcgraw H,1980,2.0,English,ELECTRONICS & COMMUNICAT
002344,Principles of material science engineering,William smith,Delhi,Tata Mcgraw h,1996,3.0,English,MECHANICAL ENGINEERING
002346,Digital systems,Ronald P Tocci,Delhi,New Prientice,H1998,6.0,English,ELECTRONICS & COMMUNICAT
002352,Electronic Communications,"Roddy,J.Coolen",Delhi,New prientice,H1999,4.0,English,ELECTRONICS & COMMUNICAT
002353,Electronic Communications,"Roody,J.Coolen",Delhi,New prientice,H1999,4.0,English,ELECTRONICS & COMMUNICAT
002363,Opamps and linear int circuit,Ramakant Nayak,Delhi,New Prientice,H1998,3.0,English,ELECTRONICS & COMMUNICAT
002373,Engineering Electromagnetics,William H Hayt,Delhi,New Prientice,H1998,5.0,English,ELECTRONICS & COMMUNICAT
002380,Monachrome & Colour Television,R R Giulati,India,New Wiley Eas,t1993,5.0,English,ELECTRONICS & COMMUNICAT
002383,Electromagnetics,Joseph A Edminister,Delhi,New Tata Mcgr,1993,2.0,English,ELECTRONICS & COMMUNICAT
002393,Internal Combustion Engine Fundamentals,John Heywood,New York,Mcgraw Hill,1988,2.0,English,MECHANICAL ENGINEERING
002395,Machine Design data hand Book,H G Patil,Belgaum,Sashi Publisher,1997,2.0,English,MECHANICAL ENGINEERING
002396,Question Bank Mechanical Engg,VTU,Hubli,Vinayak,1997,,English,GENERAL
002402,A Text Book on Heat Transfer,S P Salunkhe,Mumbai,Mumbai Unive,r1996,3.0,English,MECHANICAL ENGINEERING
002407,Elements of Production Planning & control,Samuel Eilon,Mumbai,Navneet,1996,3.0,English,MECHANICAL ENGINEERING
002409,Computer oriented Numerical Methods,V Rajaram,Bombay,Navneet,1996,,English,COMPUTER SCIENCE
002410,Computer Algorithms,Ellis Horowitz&others,New delhi,Galgotia,1999,3.0,English,COMPUTER SCIENCE
002420,An Introduction to Data Structures,J P Tremblay & P G Sore,nNew Delhi,New Tata Mcgr,1991,2.0,English,COMPUTER SCIENCE
002425,Discrete Mathematical Structure,Bernard Koloman,New Delhi,Prientice,1999,3.0,English,COMPUTER SCIENCE
002432,Probobality& Statistics with Reliability Quenin,Kishor Trivedi,New Delhi,Prientice,1999,,English,ELECTRONICS & COMMUNICAT
002437,Probablity & statistics,Murry R Spiegel,New Delhi,Mcgraw Hill,1975,,English,ELECTRONICS & COMMUNICAT
002442,Probablity information & Coding Theory,P S Sathyanarayan,Banglore,Dynacam,1992,,English,ELECTRONICS & COMMUNICAT
002447,Microcomputer Systems 8085/8086,Yu Cheng liu& Gibson,New Delhi,Prientice,1999,,English,COMPUTER SCIENCE
002455,Computer Organisation,Hamacher & others,New Delhi,Mcgraw hill,1996,2.0,English,COMPUTER SCIENCE
002460,Information System through COBOL,Philippakias Kazmier,New delhi,Mcgraw Hill,1997,2.0,English,COMPUTER SCIENCE
002468,Analysis Design Information system,James Senn,Delhi,Mcgraw Hill,1978,,English,COMPUTER SCIENCE
002470,Microprocessor & Interfacing,Douglas V hall,Delhi,Tata Mcgraw H,1999,2.0,English,ELECTRONICS & COMMUNICAT
002475,The Complete reference java TM2,Naughton & Schildt,Delhi,Tata Mcgraw h,1999,3.0,English,COMPUTER SCIENCE
002480,Numerical Algorithms,Krishnamurthy Sen,Delhi,Affilated,1998,,English,COMPUTER SCIENCE
002483,Object Oriented Programming with C++,E Balguruswamy,Delhi,Mcgraw Hill,1999,,English,COMPUTER SCIENCE
002485,Numerical Method for Engineers,Chapra & Canale,Boston,Tata Mcgraw H,1998,3.0,English,COMPUTER SCIENCE
002491,"Oracle 8i,A Begineers Guide",Abbey&Correy,Delhi,Tata Mcgraw H,1998,,English,COMPUTER SCIENCE
002494,Engineering mathematics,Rudriah,Banglore,sapna book Ho,1999,3.0,English,MATHEMATICS
002509,Engineering Mathematics III,N Rudriah,Banglore,Sapna Book,1999,,English,MATHEMATICS
002514,A Text Book of Engineering Mathematics I,P G Umrani,Banglore,Sapna book Ho,1999,,English,MATHEMATICS
002524,Visual Basic 6 from the groundups,Gary Carnell,Delhi,New Tata Mcgr,1999,,English,COMPUTER SCIENCE
002529,Digital Integrated Circuit,Herebert Touc & Schillin,gDuckita,Tata Mcgraw H,1977,,English,ELECTRONICS & COMMUNICAT
002531,Pulse Digital Signal Wave forms,Milmann& Toub,Delhi,Tata Mcgraw H,1991,,English,ELECTRONICS & COMMUNICAT
002539,A Course on Heat&Mass Transfer,"S C Arora,Domkundawar",Delhi,Danpat rai,1999,,English,MECHANICAL ENGINEERING
002547,A Text Book of Machine Design,R S Kurmi & Gupta,Delhi,Kurisia,1999,,English,MECHANICAL ENGINEERING
002560,Design Of Machine Elements,V B Bhandari,Delhi,Tata Mcgraw H,1998,,English,MECHANICAL ENGINEERING
002562,Network Analysis,Von Volkanberg,Delhi,Prientice,1999,3.0,English,ELECTRONICS & COMMUNICAT
002566,Network Analysis,G K Mathal & Ravi,Delhi,Khanna,1997,3.0,English,ELECTRONICS & COMMUNICAT
002568,Network Analysis,B N Yoganarsimha,Banglore,Khanna,1996,1.0,English,ELECTRONICS & COMMUNICAT
002579,Electronic Device &Circuit,Mothadd,Delhi,Prientice,1998,,English,ELECTRONICS & COMMUNICAT
002582,Switching & Finite Automata Theory,Kohavi Zui,Delhi,Tata Mcgraw H,1996,2.0,English,ELECTRONICS & COMMUNICAT
002585,Integrated Electronics,Milmann Halkins,Delhi,Tata Mcgraw H,1991,,English,ELECTRONICS & COMMUNICAT
002609,Engineering Mathematics,Shantakumar M,Mysore,vasundhara,1999,4.0,English,MATHEMATICS
002613,Engineering Mathematics,N Rudraih & Others,Banglore,SBS,1999,1.0,English,MATHEMATICS
002617,Engineering Mathematics,N Rudraih & others,Banglore,Sapna,1991,1.0,English,MATHEMATICS
002622,Discrete Mathematics structure,Kolman & others,Delhi,Prientice,1999,3.0,English,COMPUTER SCIENCE
002627,Information System trough COBOL,Kaxmier&Phillippakis,Auckland,Tata Mcgraw H,1974,3.0,English,COMPUTER SCIENCE
002631,A Course in Electrical and Electronic Measure,mSawhney A K,Delhi,Dhanpat Rai,1999,,English,ELECTRONICS & COMMUNICAT
002661,Heat & mass Transfer,Arora & Domkundawar,Delhi,Dhanpat rai,1999,,English,MECHANICAL ENGINEERING
002663,Fundamentals of Engineering Heat and Mass T,Sachdeva R C,Delhi,New Age,1988,,English,MECHANICAL ENGINEERING
002678,Engineering Graphics,Gopalkrishnan K R,Banglore,Subhas,1999,24.0,English,MECHANICAL ENGINEERING
002700,Engineering mathematics III,Keshvan & others,Manglore,United Publish,e1999,,English,MATHEMATICS
002705,Applied Mathematics I,Keshavan H R,Manglore,United,1999,,English,MATHEMATICS
002728,Electronic Circuits I,Yoganarsimha B M,Banglore,Shira,1999,1.0,English,ELECTRONICS & COMMUNICAT
002738,Electronnic Devices & Circuit,Motorshed Allen,Delhi,Prientice,1999,,English,ELECTRONICS & COMMUNICAT
002747,Basic electronics,Theraja B L,Delhi,S Chand,2000,1.0,English,ELECTRONICS & COMMUNICAT
002755,Sigal & systems,Hykin Simon & Veen,New york,John Wiley,1999,,English,ELECTRONICS & COMMUNICAT
002760,Integrated Electronics,Halkies & Milmann,New delhi,Tata Mcgraw H,1998,13.0,English,ELECTRONICS & COMMUNICAT
002763,A engineering approach to digital design,Fletcher William,Delhi,Prientice,1999,,English,ELECTRONICS & COMMUNICAT
002780,Instrument transducers,Nuebert Hermann,Delhi,Aspard,1975,2.0,English,ELECTRONICS & COMMUNICAT
002797,Discrete mathematical structure,manohar & Trembly,Delhi,Tata Mcgraw H,1999,,English,COMPUTER SCIENCE
002807,Electrical Circuits,Nahvi & Edminsters,Delhi,Tata Mcgraw H,1999,3.0,English,ELECTRONICS & COMMUNICAT
002817,Computer programming in COBOL,Sahasrabudde rajaraman,Delhi,Prientice,1997,,English,COMPUTER SCIENCE
002825,Information System trough COBOL,Kazmier & Phillppakis,Auckland,Tata Mcgraw H,1978,2.0,English,COMPUTER SCIENCE
002830,Electronic Principles,malvino,Delhi,Tata Mcgraw H,1999,6.0,English,ELECTRONICS & COMMUNICAT
002831,Measurement systems,Doeblian Earnest,New York,Tata Mcgraw H,1999,4.0,English,MECHANICAL ENGINEERING
002836,Design of machine Elements,Bhandari V B,Delhi,Tata Mcgraw H,1997,4.0,English,MECHANICAL ENGINEERING
002839,Modern Electronic instrument tech,Cooper Helfrick,Delhi,Prientice,1998,,English,ELECTRONICS & COMMUNICAT
002840,Basic Electronics,Rao M V,Banglore,subash,1999,,English,ELECTRONICS & COMMUNICAT
002843,Electronic Circuits I,"Bakshi U A,Godse",Pune,Technical,1999,,English,ELECTRONICS & COMMUNICAT
002846,Basic Of Computers & Applications,Rajesh Hongal,Mumbai,Himalaya,1998,,English,COMPUTER SCIENCE
002847,Computer Concept & C Programming,Ravishankar,Mysore,Vasudhara,1998,,English,COMPUTER SCIENCE
002848,Engineering mathematics,M Shanthakumar,Mysore,Vasundhara,1998,,English,MATHEMATICS
002850,Engineering mathematics,Ranganath G K,Mumbai,Himalaya,1999,,English,MATHEMATICS
002851,Engineering mathematics,Quereshi & Ramamurthy,Banglore,Sudha,1996,,English,MATHEMATICS
002852,Microcxomputer systems the 8086/8088,Gibson &Yu Cheng Liu,Delhi,Prientice,1999,2.0,English,COMPUTER SCIENCE
002855,Electrical science,Nisha & Lal,Banglore,Kumara,1999,,English,ELECTRONICS & COMMUNICAT
002856,Mechanical Engineering Science,Kumar & Science,banglore,Kumar,1999,,English,MECHANICAL ENGINEERING
002857,Question Bank,Ranjan & Ranjan,Banglore,Kumar,1999,,English,GENERAL
002862,Elements of Civil Engineering,Narayan & Nagaraj,Hubli,Vinayak,1999,,English,MECHANICAL ENGINEERING
002864,Hand Book of Machine tool & Vol I,Tejaswini V K,Delhi,Midtech,1995,,English,MECHANICAL ENGINEERING
002865,Hand Book of Machine tool & Vol II,Tejaswini V k,Delhi,Midtech,1995,,English,MECHANICAL ENGINEERING
002866,No Entry Of This Book,Entry No,Place No,No Pub,2006,,English,GENERAL
002868,Antennas and Wave Propogation,Krauss John,Newyork,Tata Mcgraw H,1997,4.0,English,ELECTRONICS & COMMUNICAT
002869,Managment Information,Summer & Schottih,Delhi,Tata Mcgraw H,1997,4.0,English,COMPUTER SCIENCE
002876,Hardware & Software of Personnal Computers,Boss Sanjay K,New Delhi,New Age,1999,,English,COMPUTER SCIENCE
002886,Microprocessor & Interfacing,Hall Douglass V,Delhi,Mcgraw Hill,1999,2.0,English,ELECTRONICS & COMMUNICAT
002896,Principles of Database Systems,Wolmann Chapri,Delhi,Galgotia,2000,2.0,English,COMPUTER SCIENCE
002906,Automation Production System & CIM,Grover Mikell,Delhi,Prientice Hall,1998,,English,MECHANICAL ENGINEERING
002919,The C++ programming Language,Bjrane Stroutstrup,Harlow,Wisley,1999,3.0,English,COMPUTER SCIENCE
002921,C++ Primer,Bose Sanjay,New York,Edision Wisley,1998,3.0,English,COMPUTER SCIENCE
002924,An Introduction to Data Base,Datwe C J,New York,John Wisley,1991,6.0,English,COMPUTER SCIENCE
002926,Computer Graphics,Harrington Steven,New York,Mcgraw Hill,1987,2.0,English,COMPUTER SCIENCE
002928,Computer Organisation,Hamcher & Others,New York,Mcgraw Hill,1996,4.0,English,COMPUTER SCIENCE
002931,Computer Graphics,Baker Donald,Delhi,Prientice Hall,1999,2.0,English,COMPUTER SCIENCE
002933,Introduction to Automata theory Languages,Ulmann & Halfcraft,Delhi,Narsora,1989,,English,COMPUTER SCIENCE
002938,Computer System Architecture,Moris Mano M,Delhi,Prientice Hall,1999,3.0,English,COMPUTER SCIENCE
002943,Introduction to formal language Aurtomata,Peter Linz,Delhi,Narsora,1997,2.0,English,COMPUTER SCIENCE
002945,The 8086/8088 Family(Deign),Uffenbeck John,Delhi,Prientice Hall,1998,,English,COMPUTER SCIENCE
002947,Microprocessor & Microcomputer,Ramm B,Delhi,Danpatrai,1998,,English,ELECTRONICS & COMMUNICAT
002949,Microprocessor Archit prog 8085 & App,Gawkar Ramesh,Delhi,Enram Inter,1997,,English,COMPUTER SCIENCE
002951,Probablity Random variables & Stohastic Proc,ePapolis Athanosis,nEW yORK,Mcgraw Hill,1991,3.0,English,COMPUTER SCIENCE
002953,Operating System,Madnic Donald,Auckland,Tata Mcgraw H,1974,,English,COMPUTER SCIENCE
002954,Computer Network,Uyless Beck,Delhi,Prientice hall,1999,2.0,English,COMPUTER SCIENCE
002955,Principles of Interactive Computer Graphics,Sproutt &Neumann,Auckland,Mcgraw Hill,1979,2.0,English,COMPUTER SCIENCE
002956,Biomedical Instrumentation & Medical,Cromwell Weibell,Delhi,Prientice hall,1998,2.0,English,ELECTRONICS & COMMUNICAT
002957,Digital Control System,Benjamin Kuo,Delhi,Oxford,1992,2.0,English,ELECTRONICS & COMMUNICAT
002959,Television & Video Engineering,Dhake A M,Delhi,Tata Mcgraw H,1995,2.0,English,ELECTRONICS & COMMUNICAT
002964,Power Electronics,Rashidd Mohmadd,Delhi,Prientice hall,1999,,English,ELECTRONICS & COMMUNICAT
002967,Microwave Principle,Herbert Rech,Delhi,CBS,1999,,English,ELECTRONICS & COMMUNICAT
002973,Fields & waves In Communication Electronics,van Duzer Ramo Whiney,New York,John Wiley,1993,3.0,English,ELECTRONICS & COMMUNICAT
002975,Fields & waves In Communication Electronics,Van Duzer Rramo,New York,John Wiley,1993,3.0,English,ELECTRONICS & COMMUNICAT
002978,Power Electronics,Sen P C,Delhi,Tata Mc Graw,H1998,,English,ELECTRONICS & COMMUNICAT
002983,Antennas,Kraus John D,Delhi,Mcgraw Hill,1988,2.0,English,ELECTRONICS & COMMUNICAT
002989,Theoristed Power Controller,Doradla Dubey Joshi,Delhi,New age,1999,,English,ELECTRONICS & COMMUNICAT
002995,Theory of Machine,"Khurmi,Gupta",New Delhi,Narsora,2000,1.0,English,MECHANICAL ENGINEERING
003000,Energy Conversion vol3,"Manohar Prasad,Kadam",bNew Delhi,Wiley,1994,,English,MECHANICAL ENGINEERING
003021,Modern Control Engg,Katsuhiko Ogata,Delhi,Prentice,1998,3.0,English,ELECTRONICS & COMMUNICAT
003023,Mechanical Vibration,Singh V P,New Delhi,Dhanpat Rai,2000,,English,MECHANICAL ENGINEERING
003025,Power Plant Technology,Waki El M M,New York,TMG,1984,,English,MECHANICAL ENGINEERING
003026,Automatic Control System,Benjamin K U O,New Delhi,Prentice,1995,7.0,English,ELECTRONICS & COMMUNICAT
003027,Mechanical Measurement,"RadhaKrishan,Sirohi",New Delhi,New Age,1997,3.0,English,MECHANICAL ENGINEERING
003029,Microwaves,Gupta K C,New Delhi,New Age,1997,,English,ELECTRONICS & COMMUNICAT
003033,Mechanical Measurements,"Beckwith,Radha",New Delhi,Narosa,1987,3.0,English,MECHANICAL ENGINEERING
003037,Mechanical Engineering Design,Shigley Joseph Edward,New York,TMG,1986,1.0,English,MECHANICAL ENGINEERING
003039,Hand Book of BioMedical Instrumentation,Khandpur R S,New Delhi,TMG,1997,,English,ELECTRONICS & COMMUNICAT
003040,Control System Engineering,Gopal & Nagrath,New Delhi,New Age,1999,3.0,English,ELECTRONICS & COMMUNICAT
003055,Introductory Probability & Statical App,Mayer,New Delhi,Oxford,1970,2.0,English,ELECTRONICS & COMMUNICAT
003060,Antennas and Wave Propogation,Brey Barry,New Delhi,Prentice,1999,4.0,English,ELECTRONICS & COMMUNICAT
003063,Microwave Device & Circuits,Samuel Liao Y,New Delhi,Prentice,1999,3.0,English,ELECTRONICS & COMMUNICAT
003073,System Programming,Donoran John J,New Delhi,TMG,1999,18.0,English,COMPUTER SCIENCE
003083,Production Techonolgy,HMT,New Delhi,TMG,1999,16.0,English,MECHANICAL ENGINEERING
003084,Organisational Behaviour,Robbin Stephen,New Delhi,Prentice,1999,8.0,English,MECHANICAL ENGINEERING
003089,Mechanical Vibrations,Selo William W,New York,TMG,1964,,English,MECHANICAL ENGINEERING
003090,Mechanical Vibrations,Grover G K,Roorkee(U,PPrem Chand &,1998,6.0,English,MECHANICAL ENGINEERING
003112,Principles of Interactive Computer Graphics,"Newman William,Sproul",New Delhi,TMG,1999,2.0,English,COMPUTER SCIENCE
003114,An Introduction to DataBase System,Data C J,New Delhi,Narosa,1981,3.0,English,COMPUTER SCIENCE
